meas	Scout_end_use	original_ann	measure_ann	original_ts	measure_ts	sector	original_desc	measure_desc	original_desc_simple	measure_desc_simple
(R) Ref. Case Electric Dryer	Other	res_dry_ann_3	res_dry_ann_3	res_dry_ts_2	res_dry_ts_2	res	Dryer, resistance	Dryer, resistance	Dryer, resistance	Dryer, resistance
(R) Ref. Case Electric Other	Other	res_misc_ann_1	res_misc_ann_1	res_gap_ts_1	res_gap_ts_1	res	EIA error	EIA error	Other	Other
(R) Ref. Case Electric Range	Cooking	res_cook_ann_3	res_cook_ann_3	res_cook_ts_2	res_cook_ts_2	res	Range, electric	Range, electric	Range, electric	Range, electric
(R) Ref. Case Electric Range FS	Cooking	res_cook_ann_1	res_cook_ann_2	res_cook_ts_1	res_cook_ts_2	res	Range, fossil	Range, electric	Range, fossil	Range, electric
(R) Ref. Case Electronics	Computers and Electronics	res_misc_ann_1	res_misc_ann_1	res_misc_ts_1	res_misc_ts_1	res	Computers and electronics	Computers and electronics	Computers and electronics	Computers and electronics
(R) Ref. Case Fans and Pumps	Other	res_fanspumps_ann_1	res_fanspumps_ann_1	res_fanspumps_ts_1	res_fanspumps_ts_1	res	Fans and pumps	Fans and pumps	Fans and pumps	Fans and pumps
(R) Ref. Case Fossil Other	Other	res_misc_ann_1	res_misc_ann_1	res_misc_ts_1	res_misc_ts_1	res	Other, fossil	Other, fossil	Other, fossil	Other, fossil
(R) Ref. Case Gas Dryer	Other	res_dry_ann_1	res_dry_ann_1	res_dry_ts_1	res_dry_ts_1	res	Dryer, fossil	Dryer, fossil	Dryer, fossil	Dryer, fossil
(R) Ref. Case Gas Range	Cooking	res_cook_ann_1	res_cook_ann_1	res_cook_ts_1	res_cook_ts_1	res	Range, fossil	Range, fossil	Range, fossil	Range, fossil
(R) Ref. Case Gas WH	Water Heating	res_wh_ann_1	res_wh_ann_1	res_wh_ts_1	res_wh_ts_1	res	Water heater, fossil	Water heater, fossil	Water heater, fossil	Water heater, fossil
(R) Ref. Case GSHP	Cooling (Equip.)	res_hvac_ann_32	res_hvac_ann_32	res_cooling_ts_5	res_cooling_ts_5	res	AC	GSHP	AC	GSHP
(R) Ref. Case GSHP	Heating (Equip.)	res_hvac_ann_32	res_hvac_ann_32	res_heating_ts_7	res_heating_ts_7	res	GSHP	GSHP	GSHP	GSHP
(R) Ref. Case Lighting	Lighting	res_light_ann_1	res_light_ann_1	res_light_ts_1	res_light_ts_1	res	Lighting	Lighting	Lighting	Lighting
(R) Ref. Case Misc. Electric Appliances	Other	res_misc_ann_1	res_misc_ann_1	res_misc_ts_1	res_misc_ts_1	res	Misc. electric appliances	Misc. electric appliances	Misc. electric appliances	Misc. electric appliances
(R) Ref. Case Misc. Electric Appliances	Refrigeration	res_refrig_ann_1	res_refrig_ann_1	res_refrig_ts_1	res_refrig_ts_1	res	Refrigeration	Refrigeration	Refrigeration	Refrigeration
(R) Ref. Case NG Boiler & AC	Cooling (Equip.)	res_hvac_ann_10	res_hvac_ann_10	res_cooling_ts_1	res_cooling_ts_1	res	AC	AC	AC	AC
(R) Ref. Case NG Boiler & AC	Heating (Equip.)	res_hvac_ann_10	res_hvac_ann_10	res_heating_ts_2	res_heating_ts_2	res	fossil	fossil	fossil	fossil
(R) Ref. Case NG Furnace & AC	Cooling (Equip.)	res_hvac_ann_10	res_hvac_ann_10	res_cooling_ts_1	res_cooling_ts_1	res	AC	AC	AC	AC
(R) Ref. Case NG Furnace & AC	Heating (Equip.)	res_hvac_ann_10	res_hvac_ann_10	res_heating_ts_2	res_heating_ts_2	res	fossil	fossil	fossil	fossil
(R) Ref. Case NG Heat, No Cooling	Cooling (Equip.)	res_hvac_ann_62	res_hvac_ann_62	res_cooling_ts_0	res_cooling_ts_0	res	none	none	none	none
(R) Ref. Case NG Heat, No Cooling	Heating (Equip.)	res_hvac_ann_62	res_hvac_ann_62	res_heating_ts_2	res_heating_ts_2	res	fossil	fossil	fossil	fossil
(R) Ref. Case NGHP	Cooling (Equip.)	res_hvac_ann_10	res_hvac_ann_10	res_cooling_ts_1	res_cooling_ts_1	res	NGHP	NGHP	NGHP	NGHP
(R) Ref. Case NGHP	Heating (Equip.)	res_hvac_ann_10	res_hvac_ann_10	res_heating_ts_2	res_heating_ts_2	res	NGHP	NGHP	NGHP	NGHP
(R) Ref. Case Other Fossil Boiler & AC	Cooling (Equip.)	res_hvac_ann_21	res_hvac_ann_21	res_cooling_ts_1	res_cooling_ts_1	res	AC	AC	AC	AC
(R) Ref. Case Other Fossil Boiler & AC	Heating (Equip.)	res_hvac_ann_21	res_hvac_ann_21	res_heating_ts_2	res_heating_ts_2	res	fossil	fossil	fossil	fossil
(R) Ref. Case Other Fossil Furnace & AC	Cooling (Equip.)	res_hvac_ann_21	res_hvac_ann_21	res_cooling_ts_1	res_cooling_ts_1	res	AC	AC	AC	AC
(R) Ref. Case Other Fossil Furnace & AC	Heating (Equip.)	res_hvac_ann_21	res_hvac_ann_21	res_heating_ts_2	res_heating_ts_2	res	fossil	fossil	fossil	fossil
(R) Ref. Case Other Fossil Heat, No Cooling	Cooling (Equip.)	res_hvac_ann_73	res_hvac_ann_73	res_cooling_ts_0	res_cooling_ts_1	res	none	none	none	none
(R) Ref. Case Other Fossil Heat, No Cooling	Heating (Equip.)	res_hvac_ann_73	res_hvac_ann_73	res_heating_ts_2	res_heating_ts_2	res	fossil	fossil	fossil	fossil
(R) Ref. Case Pool Pumps	Other	res_pp_ann_1	res_pp_ann_1	res_pp_ts_1	res_pp_ts_1	res	Pool pump	Pool pump	Pool pump	Pool pump
(R) Ref. Case Refrigerator	Refrigeration	res_refrig_ann_1	res_refrig_ann_1	res_refrig_ts_1	res_refrig_ts_1	res	Refrigeration	Refrigeration	Refrigeration	Refrigeration
(R) Ref. Case Resist. Heat & AC	Cooling (Equip.)	res_hvac_ann_1	res_hvac_ann_1	res_cooling_ts_1	res_cooling_ts_1	res	AC	AC	AC	AC
(R) Ref. Case Resist. Heat & AC	Heating (Equip.)	res_hvac_ann_1	res_hvac_ann_1	res_heating_ts_1	res_heating_ts_1	res	ER	ER	ER	ER
(R) Ref. Case Resist. Heat & AC (TS)	Cooling (Equip.)	res_hvac_ann_1	res_hvac_ann_1	res_cooling_ts_1	res_cooling_ts_1	res	AC	AC	AC	AC
(R) Ref. Case Resist. Heat & AC (TS)	Heating (Equip.)	res_hvac_ann_1	res_hvac_ann_1	res_heating_ts_1	res_heating_ts_1	res	ER	ER	ER	ER
(R) Ref. Case Resist. Heat, No Cooling	Cooling (Equip.)	res_hvac_ann_53	res_hvac_ann_53	res_cooling_ts_0	res_cooling_ts_0	res	none	none	none	none
(R) Ref. Case Resist. Heat, No Cooling	Heating (Equip.)	res_hvac_ann_53	res_hvac_ann_53	res_heating_ts_1	res_heating_ts_1	res	ER	ER	ER	ER
(R) Ref. Case Resist. Heat, No Cooling (TS)	Heating (Equip.)	res_hvac_ann_53	res_hvac_ann_53	res_heating_ts_1	res_heating_ts_1	res	ER	ER	ER	ER
(R) Ref. Case Resist. WH	Water Heating	res_wh_ann_3	res_wh_ann_3	res_wh_ts_2	res_wh_ts_2	res	Water heater, resistance	Water heater, resistance	Water heater, resistance	Water heater, resistance
(R) Ref. Case Resist. WH FS	Water Heating	res_wh_ann_1	res_wh_ann_2	res_wh_ts_1	res_wh_ts_2	res	Water heater, fossil	Water heater, resistance	Water heater, fossil	Water heater, resistance
(R) Ref. Case Resist. WH TS	Water Heating	res_wh_ann_3	res_wh_ann_3	res_wh_ts_2	res_wh_ts_2	res	Water heater, resistance	Water heater, resistance	Water heater, resistance	Water heater, resistance
(R) Ref. Case Scnd. Elec. Heat & Env.	Heating (Equip.)	res_hvac_ann_52	res_hvac_ann_86	res_heating_ts_1	res_heating_ts_13	res	Secondary heating	Secondary heating with env	Secondary heating	Secondary heating
(R) Ref. Case Scnd. Elec. Heat & Env.+	Heating (Equip.)	res_hvac_ann_52	res_hvac_ann_86	res_heating_ts_1	res_heating_ts_13	res	Secondary heating	Secondary heating with env +	Secondary heating	Secondary heating
(R) Ref. Case Scnd. Elec. Heat & Env.++	Heating (Equip.)	res_hvac_ann_52	res_hvac_ann_86	res_heating_ts_1	res_heating_ts_13	res	Secondary heating	Secondary heating with env ++	Secondary heating	Secondary heating
(R) Ref. Case Scnd. Fossil Heat FS & Env.	Heating (Equip.)	res_hvac_ann_84	res_hvac_ann_84	res_heating_ts_2	res_heating_ts_1	res	fossil	Secondary heating with env	fossil	Secondary heating
(R) Ref. Case Scnd. Fossil Heat FS & Env.+	Heating (Equip.)	res_hvac_ann_84	res_hvac_ann_84	res_heating_ts_2	res_heating_ts_13	res	fossil	Secondary heating with env +	fossil	Secondary heating
(R) Ref. Case Scnd. Fossil Heat FS & Env.++	Heating (Equip.)	res_hvac_ann_84	res_hvac_ann_84	res_heating_ts_2	res_heating_ts_13	res	fossil	Secondary heating with env ++	fossil	Secondary heating
(R) Ref. Case Secondary Electric Heating	Heating (Equip.)	res_hvac_ann_52	res_hvac_ann_52	res_heating_ts_1	res_heating_ts_1	res	Secondary heating	Secondary heating	Secondary heating	Secondary heating
(R) Ref. Case Secondary Fossil Heating	Heating (Equip.)	res_hvac_ann_84	res_hvac_ann_84	res_heating_ts_2	res_heating_ts_2	res	fossil	fossil	fossil	fossil
(R) Brk. HPWH FS	Water Heating	res_wh_ann_1	res_wh_ann_2	res_wh_ts_1	res_wh_ts_3	res	Water heater, fossil	Water heater, breakthrough HP	Water heater, fossil	Water heater, breakthrough HP
(R) Ref. Case Electric Dryer FS	Other	res_dry_ann_1	res_dry_ann_2	res_dry_ts_1	res_dry_ts_3	res	Dryer, fossil	Dryer, resistance	Dryer, fossil	Dryer, resistance
(C) Building Codes	Computers and Electronics	com_misc_ann_1	com_misc_ann_1	com_misc_ts_1	com_misc_ts_1	com	Computers and electronics	Computers and electronics, codes	Computers and electronics	Computers and electronics, codes and BPS
(C) Building Performance Standards	Computers and Electronics	com_misc_ann_1	com_misc_ann_1	com_misc_ts_1	com_misc_ts_1	com	Computers and electronics	Computers and electronics, BPS	Computers and electronics	Computers and electronics, codes and BPS
(C) Building Codes	Cooling (Equip.)	com_hvac_ann_43	com_hvac_ann_43	com_cooling_ts_10	com_cooling_ts_10	com	Cooling	Cooling, codes	Cooling	Cooling, codes and BPS
(C) Building Performance Standards	Cooling (Equip.)	com_hvac_ann_43	com_hvac_ann_43	com_cooling_ts_10	com_cooling_ts_10	com	Cooling	Cooling, BPS	Cooling	Cooling, codes and BPS
(C) Building Codes	Heating (Equip.)	com_hvac_ann_42	com_hvac_ann_42	com_heating_ts_10	com_heating_ts_10	com	Heating	Heating, codes	Heating	Heating, codes and BPS
(C) Building Performance Standards	Heating (Equip.)	com_hvac_ann_42	com_hvac_ann_42	com_heating_ts_10	com_heating_ts_10	com	Heating	Heating, BPS	Heating	Heating, codes and BPS
(C) Building Codes	Lighting	com_light_ann_1	com_light_ann_1	com_light_ts_1	com_light_ts_1	com	Lighting	Lighting, codes	Lighting	Lighting, codes and BPS
(C) Building Performance Standards	Lighting	com_light_ann_1	com_light_ann_1	com_light_ts_1	com_light_ts_1	com	Lighting	Lighting, BPS	Lighting	Lighting, codes and BPS
(C) Building Codes	Other	com_misc_ann_1	com_misc_ann_1	com_misc_ts_1	com_misc_ts_1	com	Other	Other, codes	Other	Other, codes and BPS
(C) Building Performance Standards	Other	com_misc_ann_1	com_misc_ann_1	com_misc_ts_1	com_misc_ts_1	com	Other	Other, BPS	Other	Other, codes and BPS
(C) Building Codes	Refrigeration	com_refrig_ann_1	com_refrig_ann_1	com_refrig_ts_1	com_refrig_ts_1	com	Refrigeration	Refrigeration, codes	Refrigeration	Refrigeration, codes and BPS
(C) Building Performance Standards	Refrigeration	com_refrig_ann_1	com_refrig_ann_1	com_refrig_ts_1	com_refrig_ts_1	com	Refrigeration	Refrigeration, BPS	Refrigeration	Refrigeration, codes and BPS
(C) Building Codes	Ventilation	com_hvac_ann_41	com_hvac_ann_41	com_ventilation_11	com_ventilation_11	com	Ventilation	Ventilation, codes	Ventilation	Ventilation, codes and BPS
(C) Building Performance Standards	Ventilation	com_hvac_ann_41	com_hvac_ann_41	com_ventilation_11	com_ventilation_11	com	Ventilation	Ventilation, BPS	Ventilation	Ventilation, codes and BPS
(C) Building Codes	Water Heating	com_wh_ann_2	com_wh_ann_2	com_wh_ts_1	com_wh_ts_1	com	Water heater	Water heater, codes	Water heater	Water heater, codes and BPS
(C) Building Performance Standards	Water Heating	com_wh_ann_2	com_wh_ann_2	com_wh_ts_1	com_wh_ts_1	com	Water heater	Water heater, BPS	Water heater	Water heater, codes and BPS
(C) Building Codes	Cooking	com_cook_ann_2	com_cook_ann_2	com_cook_ts_1	com_cook_ts_1	com	Cooking	Cooking, codes	Cooking	Cooking, codes and BPS
(C) Building Performance Standards	Cooking	com_cook_ann_2	com_cook_ann_2	com_cook_ts_1	com_cook_ts_1	com	Cooking	Cooking, codes	Cooking	Cooking, codes and BPS
(R) Building Codes	Computers and Electronics	res_misc_ann_1	res_misc_ann_1	res_misc_ts_1	res_misc_ts_1	res	Computers and electronics	Computers and electronics, codes	Computers and electronics	Computers and electronics, codes and BPS
(R) Building Performance Standards	Computers and Electronics	res_misc_ann_1	res_misc_ann_1	res_misc_ts_1	res_misc_ts_1	res	Computers and electronics	Computers and electronics, BPS	Computers and electronics	Computers and electronics, codes and BPS
(R) Building Codes	Cooling (Equip.)	res_hvac_ann_87	res_hvac_ann_87	res_cooling_ts_6	res_cooling_ts_6	res	Cooling	Cooling, codes	Cooling	Cooling, codes and BPS
(R) Building Performance Standards	Cooling (Equip.)	res_hvac_ann_87	res_hvac_ann_87	res_cooling_ts_6	res_cooling_ts_6	res	Cooling	Cooling, BPS	Cooling	Cooling, codes and BPS
(R) Building Codes	Heating (Equip.)	res_hvac_ann_86	res_hvac_ann_86	res_heating_ts_8	res_heating_ts_8	res	Heating	Heating, codes	Heating	Heating, codes and BPS
(R) Building Performance Standards	Heating (Equip.)	res_hvac_ann_86	res_hvac_ann_86	res_heating_ts_8	res_heating_ts_8	res	Heating	Heating, BPS	Heating	Heating, codes and BPS
(R) Building Codes	Lighting	res_light_ann_1	res_light_ann_1	res_light_ts_1	res_light_ts_1	res	Lighting	Lighting, codes	Lighting	Lighting, codes and BPS
(R) Building Performance Standards	Lighting	res_light_ann_1	res_light_ann_1	res_light_ts_1	res_light_ts_1	res	Lighting	Lighting, BPS	Lighting	Lighting, codes and BPS
(R) Building Codes	Other	res_misc_ann_1	res_misc_ann_1	res_misc_ts_1	res_misc_ts_1	res	Other	Other, codes	Other	Other, codes and BPS
(R) Building Performance Standards	Other	res_misc_ann_1	res_misc_ann_1	res_misc_ts_1	res_misc_ts_1	res	Other	Other, BPS	Other	Other, codes and BPS
(R) Building Codes	Refrigeration	res_refrig_ann_1	res_refrig_ann_1	res_refrig_ts_1	res_refrig_ts_1	res	Refrigeration	Refrigeration, codes	Refrigeration	Refrigeration, codes and BPS
(R) Building Performance Standards	Refrigeration	res_refrig_ann_1	res_refrig_ann_1	res_refrig_ts_1	res_refrig_ts_1	res	Refrigeration	Refrigeration, BPS	Refrigeration	Refrigeration, codes and BPS
(R) Building Codes	Ventilation	res_fanspumps_ann_1	res_fanspumps_ann_1	res_fanspumps_ts_1	res_fanspumps_ts_1	res	Ventilation	Ventilation, codes	Ventilation	Ventilation, codes and BPS
(R) Building Performance Standards	Ventilation	res_fanspumps_ann_1	res_fanspumps_ann_1	res_fanspumps_ts_1	res_fanspumps_ts_1	res	Ventilation	Ventilation, BPS	Ventilation	Ventilation, codes and BPS
(R) Building Codes	Water Heating	res_wh_ann_6	res_wh_ann_6	res_wh_ts_3	res_wh_ts_3	res	Water heater	Water heater, codes	Water heater	Water heater, codes and BPS
(R) Building Performance Standards	Water Heating	res_wh_ann_6	res_wh_ann_6	res_wh_ts_3	res_wh_ts_3	res	Water heater	Water heater, BPS	Water heater	Water heater, codes and BPS
(R) Building Codes	Cooking	res_cook_ann_3	res_cook_ann_3	res_cook_ts_2	res_cook_ts_2	res	Cooking	Cooking, codes	Cooking	Cooking, codes and BPS
(R) Building Performance Standards	Cooking	res_cook_ann_3	res_cook_ann_3	res_cook_ts_2	res_cook_ts_2	res	Cooking	Cooking, codes	Cooking	Cooking, codes and BPS
(R) Bst. HP Pt. FS (NG Frn.) & Env.+	Cooling (Equip.)	res_hvac_ann_10	res_hvac_ann_19	res_cooling_ts_1	res_cooling_ts_8	res	AC	ASHP, best with fossil backup and env +	AC	ASHP, best with fossil backup
(R) Bst. HP Pt. FS (NG Frn.) & Env.+	Heating (Equip.)	res_hvac_ann_10	res_hvac_ann_19	res_heating_ts_2	res_heating_ts_11	res	fossil	ASHP, best with fossil backup and env +	fossil	ASHP, best with fossil backup
(C) Best NG Boiler & Chiller	Cooling (Equip.)	com_hvac_ann_9	com_hvac_ann_9	com_cooling_ts_9	com_cooling_ts_9	com	NG boiler + RTAC or chiller	NG boiler + RTAC or chiller, best	RTAC or chiller	RTAC or chiller, best
(C) Best NG Boiler & Chiller	Heating (Equip.)	com_hvac_ann_9	com_hvac_ann_9	com_heating_ts_9	com_heating_ts_9	com	NG boiler + RTAC or chiller	NG boiler + RTAC or chiller, best	fossil	fossil
(C) Best NG Boiler & Chiller	Ventilation	com_hvac_ann_9	com_hvac_ann_9	com_ventilation_4	com_ventilation_4	com	NG boiler + RTAC or chiller	NG boiler + RTAC or chiller, best	RTAC or chiller	RTAC or chiller, best
(C) Bst. HP FS (NG Boiler) & Env.++	Cooling (Equip.)	com_hvac_ann_9	com_hvac_ann_40	com_cooling_ts_9	com_cooling_ts_11	com	NG boiler + RTAC or chiller	Boiler, best HP with env ++	RTAC or chiller	Boiler, best HP
(C) Bst. HP FS (NG Boiler) & Env.++	Heating (Equip.)	com_hvac_ann_9	com_hvac_ann_40	com_heating_ts_9	com_heating_ts_11	com	NG boiler + RTAC or chiller	Boiler, best HP with env ++	fossil	Boiler, best HP
(C) Bst. HP FS (NG Boiler) & Env.++	Ventilation	com_hvac_ann_9	com_hvac_ann_40	com_ventilation_4	com_ventilation_10	com	NG boiler + RTAC or chiller	Boiler, best HP with env ++	RTAC or chiller	Boiler, best HP
(R) Best 120V HP Dryer TS	Other	res_dry_ann_3	res_dry_ann_4	res_dry_ts_2	res_dry_ts_3	res	Dryer, resistance	Dryer, best HP 120V	Dryer, resistance	Dryer, best HP
(C) Bst. HP FS (RTU, NG Ht.) & Env.++	Cooling (Equip.)	com_hvac_ann_16	com_hvac_ann_39	com_cooling_ts_9	com_cooling_ts_10	com	NG RTU + RTAC or chiller	ASHP, best with env ++	RTAC or chiller	ASHP, best
(C) Bst. HP FS (RTU, NG Ht.) & Env.++	Heating (Equip.)	com_hvac_ann_16	com_hvac_ann_39	com_heating_ts_8	com_heating_ts_10	com	NG RTU + RTAC or chiller	ASHP, best with env ++	fossil	ASHP, best
(C) Bst. HP FS (RTU, NG Ht.) & Env.++	Ventilation	com_hvac_ann_16	com_hvac_ann_39	com_ventilation_5	com_ventilation_9	com	NG RTU + RTAC or chiller	ASHP, best with env ++	RTAC or chiller	ASHP, best
(R) Ref. NG Furnace & AC & Env.++	Cooling (Equip.)	res_hvac_ann_10	res_hvac_ann_16	res_cooling_ts_1	res_cooling_ts_6	res	AC	AC with env ++	AC	AC
(R) Ref. NG Furnace & AC & Env.++	Heating (Equip.)	res_hvac_ann_10	res_hvac_ann_16	res_heating_ts_2	res_heating_ts_2	res	fossil	fossil with env ++	fossil	fossil
(R) Best 120V HP Dryer FS	Other	res_dry_ann_1	res_dry_ann_2	res_dry_ts_1	res_dry_ts_3	res	Dryer, fossil	Dryer, best HP 120V	Dryer, fossil	Dryer, best HP
(R) Best Gas WH	Water Heating	res_wh_ann_1	res_wh_ann_1	res_wh_ts_1	res_wh_ts_1	res	Water heater, fossil	Water heater, fossil	Water heater, fossil	Water heater, fossil
(R) Ref. NG Furnace & AC & Env.	Cooling (Equip.)	res_hvac_ann_10	res_hvac_ann_16	res_cooling_ts_1	res_cooling_ts_6	res	AC	AC with env	AC	AC
(R) Ref. NG Furnace & AC & Env.	Heating (Equip.)	res_hvac_ann_10	res_hvac_ann_16	res_heating_ts_2	res_heating_ts_2	res	fossil	fossil with env	fossil	fossil
(R) Best NG Furnace & AC	Cooling (Equip.)	res_hvac_ann_10	res_hvac_ann_12	res_cooling_ts_1	res_cooling_ts_3	res	AC	AC, best	AC	AC
(R) Best NG Furnace & AC	Heating (Equip.)	res_hvac_ann_10	res_hvac_ann_12	res_heating_ts_2	res_heating_ts_2	res	fossil	fossil	fossil	fossil
(R) Best NG Heat, No Cooling	Cooling (Equip.)	res_hvac_ann_62	res_hvac_ann_62	res_cooling_ts_0	res_cooling_ts_0	res	none	none	none	none
(R) Best NG Heat, No Cooling	Heating (Equip.)	res_hvac_ann_62	res_hvac_ann_62	res_heating_ts_2	res_heating_ts_2	res	fossil	fossil, best	fossil	fossil
(R) Bst. HP Pt. FS (Oth. Fs. Frn.) & Env.+	Cooling (Equip.)	res_hvac_ann_21	res_hvac_ann_30	res_cooling_ts_1	res_cooling_ts_8	res	AC	ASHP, best with fossil backup and env +	AC	ASHP, best with fossil backup
(R) Bst. HP Pt. FS (Oth. Fs. Frn.) & Env.+	Heating (Equip.)	res_hvac_ann_21	res_hvac_ann_30	res_heating_ts_2	res_heating_ts_11	res	fossil	ASHP, best with fossil backup and env +	fossil	ASHP, best with fossil backup
(R) Ref. NG Furnace & AC & Env.+	Cooling (Equip.)	res_hvac_ann_10	res_hvac_ann_16	res_cooling_ts_1	res_cooling_ts_6	res	AC	AC with env +	AC	AC
(R) Ref. NG Furnace & AC & Env.+	Heating (Equip.)	res_hvac_ann_10	res_hvac_ann_16	res_heating_ts_2	res_heating_ts_2	res	fossil	fossil with env +	fossil	fossil
Gap	Gap	com_gap_ann_1	com_gap_ann_1	com_gap_ts_1	com_gap_ts_1	com	Gap	Gap	Gap	Gap
Gap	Cooling (Equip.)	com_gap_ann_1	com_gap_ann_1	com_gap_ts_1	com_gap_ts_1	com	Cooling, gap	Cooling, gap	Cooling, gap	Cooling, gap
Gap	Heating (Equip.)	com_gap_ann_1	com_gap_ann_1	com_gap_ts_1	com_gap_ts_1	com	Heating, gap	Heating, gap	Heating, gap	Heating, gap
Gap	Ventilation	com_gap_ann_1	com_gap_ann_1	com_gap_ts_1	com_gap_ts_1	com	Ventilation, gap	Ventilation, gap	Ventilation, gap	Ventilation, gap
Gap	Water Heating	com_gap_ann_1	com_gap_ann_1	com_gap_ts_1	com_gap_ts_1	com	Water heater, gap	Water heater, gap	Water heater, gap	Water heater, gap
Gap	Computers and Electronics	com_gap_ann_1	com_gap_ann_1	com_gap_ts_1	com_gap_ts_1	com	Computers and electronics, gap	Computers and electronics, gap	Computers and electronics, gap	Computers and electronics, gap
Gap	Lighting	com_gap_ann_1	com_gap_ann_1	com_gap_ts_1	com_gap_ts_1	com	Lighting, gap	Lighting, gap	Lighting, gap	Lighting, gap
Gap	Other	com_gap_ann_1	com_gap_ann_1	com_gap_ts_1	com_gap_ts_1	com	Other, gap	Other, gap	Other, gap	Other, gap
Gap	Refrigeration	com_gap_ann_1	com_gap_ann_1	com_gap_ts_1	com_gap_ts_1	com	Refrigeration, gap	Refrigeration, gap	Refrigeration, gap	Refrigeration, gap
Gap	Cooking	com_gap_ann_1	com_gap_ann_1	com_gap_ts_1	com_gap_ts_1	com	Cooking, gap	Cooking, gap	Cooking, gap	Cooking, gap